class	vtable_rva	method_count	method_rvas
.?AValD3dTransitionEffectAlphaFade@@	0x81dcb8	1	0x1b243c
.?AValSceneIterator@@	0x81dcd0	7	0x1b4850,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38,0x76af38
.?AValSimpleScene@@	0x81dd10	29	0x1f92b0,0x1f92c0,0x1b4880,0x1f9d0,0x1b4900,0x17d070,0x19a5a0,0x199ea0,0x1b33b0,0x1fa90,0x199e10,0x19a5d0,0x13f890,0x1fa90,0x1fa90,0x12ef10,0x1b2950,0x12f150,0x19a5c0,0x19a590,0x1b2ae0,0x1b34a0,0x1b3540,0x1b3600,0x1b3650,0x199c30,0x1b2a10,0x199c50,0x199c80
.?AValSimpleScene@@	0x81de00	1	0x1b4830
.?AValSimpleScene@@	0x81de10	2	0x1b483c,0x12ef30
.?AValSimpleSceneIterator@@	0x81de28	7	0x1b48c0,0x1b48f0,0x1b4940,0x1b4950,0x1b4930,0x1b4910,0x1b4960
.?AValShaderInstance@@	0x84de70	24	0x1f92b0,0x1f92c0,0x1b5720,0x1f9d0,0x1b5790,0x17d070,0x1b5780,0x13b7d0,0x76af38,0x76af38,0x76af38,0x76af38,0x18cfa0,0x17d070,0x17d070,0x18cea0,0x17d070,0x1b5640,0x1b56c0,0x1b56d0,0x1b56e0,0x1b56f0,0x1b5700,0x1b5710
.?AValShaderInstance@@	0x84df38	1	0x1b5714
.?AV?$DynamicVectorClass@PEAVPass@alD3dTerrainPatch@@@@	0x84df58	1	0x1b9c70
.?AV?$DynamicVectorClass@PEAVDualPass@alD3dTerrainPatch@@@@	0x84df68	1	0x1b9c30
.?AV?$DynamicVectorClass@UZbounds@alD3dTerrainPatch@@@@	0x84df78	1	0x1b9cb0
.?AValD3dIncludeHandler@@	0x84e0c0	2	0x1ba5a0,0x1ba6d0
.?AValLightContext@@	0x84e608	4	0x1f92b0,0x1f92c0,0x1bb020,0x1f9d0
.?AV?$DynamicVectorClass@VXMLAttributeClass@XMLDatabase@@@@	0x84ea68	1	0x1c0b10
.?AV?$DynamicVectorClass@PEAVXMLNodeClass@XMLDatabase@@@@	0x84ea78	1	0x1c0ad0
.?AVTextureRectClass@@	0x84ec88	22	0x1cb4a0,0x26ee20,0x26f360,0x26f300,0x26f820,0x26f7d0,0x1ce750,0x1ce750,0x1d14a0,0x2605d0,0x1fa90,0x26f3c0,0x1d1680,0x47880,0x1cec80,0x1cec90,0x1cec70,0x1cec40,0x1cec50,0x2605a0,0x26ef50,0x1fa90
.?AVTextureRectClass@@	0x84ed40	4	0x1f92b0,0x1f92c0,0x1cb350,0x1f9d0
.?AVGUIGadgetListboxClass@@	0x84ed68	25	0x1cb360,0x1fa90,0x13b7d0,0x17dc70,0x1d14b0,0x19f3b0,0x1cfca0,0x6c540,0x1ce010,0x1cc8f0,0x1d1790,0x1ce400,0x1ce200,0x1d00a0,0x1ceca0,0x1d1da0,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1d0fe0
.?AV?$DynamicVectorClass@PEAVGUIGadgetClass@@@@	0x84ef48	1	0x1d2b40
.?AVGUIGadgetTrackbarSliderClass@@	0x84f2b0	25	0x1d4bd0,0x1fa90,0x13b7d0,0x17dc70,0x1d7a10,0x19f3b0,0x1e3eb0,0x1d6280,0x1d5f20,0x1d4c80,0x1d7af0,0x1d60f0,0x1d6000,0x1d00a0,0x1d6290,0x1d7cf0,0x1d5ed0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1d7880
.?AV?$EnumConversionClass@W4GUIGadgetComponentType@@@@	0x84f3a8	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$EnumConversionClass@W4GUIGadgetType@@@@	0x84fca0	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AVGUIGadgetFrameClass@@	0x84fe10	25	0x1dc3f0,0x1fa90,0x13b7d0,0x13b7d0,0x1f9120,0x19f3b0,0x1e3eb0,0x1e03e0,0x1f8f80,0x1f8660,0x1f91d0,0x1e0000,0x1dfff0,0x1d00a0,0x1fa90,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1f9060
.?AVGUIGadgetClass@@	0x8502f0	25	0x1e3d90,0x1fa90,0x13b7d0,0x17dc70,0x1fa90,0x19f3b0,0x1e3eb0,0x17d070,0x76af38,0x1fa90,0x1e3f30,0x1fa90,0x1fa90,0x1d00a0,0x76af38,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1e3ed0
.?AVGUIGadgetEditboxClass@@	0x8503c8	31	0x1e4260,0x1fa90,0x13b7d0,0x17dc70,0x1e73d0,0x19f3b0,0x1e3eb0,0x1e5e80,0x1e4f10,0x1e4360,0x1e3f30,0x1e5240,0x1e5180,0x1d00a0,0x1e5e90,0x1e75d0,0x17dc70,0x17dc70,0x1fa90,0x1fa90,0x1e7640,0x1fa90,0x1e5e70,0x1fa90,0x1e72f0,0x1e5150,0x1e5100,0x1e6c90,0x1e6770,0x1e6240,0x1e6590
.?AVGUIGadgetComboboxClass@@	0x8504d0	25	0x1e7920,0x1fa90,0x13b7d0,0x17dc70,0x1e9800,0x19f3b0,0x1e8f60,0x1e8510,0x1e7f50,0x1e7b30,0x1e98a0,0x1e83b0,0x1e8340,0x1d00a0,0x1e8970,0x1e99e0,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1e8160,0x1e95b0
.?AVGUIGadgetCustomImageClass@@	0x8505b0	25	0x1e9b40,0x1fa90,0x13b7d0,0x17dc70,0x1eb7e0,0x19f3b0,0x1e3eb0,0x1eaa70,0x1ea7f0,0x1e9c40,0x1eb8e0,0x1ea9b0,0x1ea940,0x1d00a0,0x1eaa80,0x1ebb60,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1eb4e0
.?AVGUIGadgetVScrollbarClass@@	0x850688	25	0x1ebe90,0x1fa90,0x13b7d0,0x17dc70,0x1ed620,0x19f3b0,0x1e3eb0,0x6c530,0x1ec830,0x1ebf30,0x1ed700,0x1eca40,0x1ec8e0,0x1d00a0,0x1ecb90,0x1ed890,0x1ec7e0,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1ed4e0
.?AVGUIGadgetTextClass@@	0x850760	25	0x1edea0,0x1fa90,0x13b7d0,0x17dc70,0x1ee360,0x19f3b0,0x1e3eb0,0x18ceb0,0x1edf00,0x1fa90,0x1ee3d0,0x1ee0e0,0x1ee070,0x1d00a0,0x1fa90,0x1e4030,0x17dc70,0x13b7d0,0x1ee440,0x1fa90,0x1ee3f0,0x1ee8e0,0x17d070,0x1fa90,0x1ee2f0
.?AVGUIGadgetPushbuttonClass@@	0x850838	25	0x1eeb60,0x1fa90,0x13b7d0,0x17dc70,0x1f00b0,0x19f3b0,0x1e3eb0,0x18cec0,0x1ef2c0,0x1eec40,0x1f0110,0x1ef4a0,0x1ef380,0x1d00a0,0x1ef5d0,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1f0270,0x1fa90,0x17d070,0x1fa90,0x1efff0
.?AVGUIGadgetCheckboxClass@@	0x850920	25	0x1f0640,0x1fa90,0x13b7d0,0x17dc70,0x1f1040,0x19f3b0,0x1e3eb0,0x18ced0,0x1f0a00,0x1f06f0,0x1f1080,0x1f0b80,0x1f0b40,0x1d00a0,0x1f0c40,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1f1120,0x1fa90,0x17d070,0x1fa90,0x1f1000
.?AVGUIGadgetRadiobuttonClass@@	0x8509f8	25	0x1f13e0,0x1fa90,0x13b7d0,0x17dc70,0x1f1f70,0x19f3b0,0x1e3eb0,0x1fc30,0x1f17b0,0x1f14a0,0x1f1fb0,0x1f1970,0x1f1930,0x1d00a0,0x1f19e0,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1f2090,0x1fa90,0x17d070,0x1fa90,0x1f1f30
.?AVGUIGadgetProgressbarClass@@	0x850ad0	25	0x1f22e0,0x1fa90,0x13b7d0,0x17dc70,0x1f2e60,0x19f3b0,0x1e3eb0,0x18cee0,0x1f2870,0x1f2360,0x1f2f30,0x1f2a80,0x1f29a0,0x1d00a0,0x1f2ba0,0x1e4030,0x17dc70,0x13b7d0,0x1fa90,0x1fa90,0x1fa90,0x1fa90,0x17d070,0x1fa90,0x1f2d40
.?AV?$DynamicVectorClass@PEAVDrawPrimitiveClass@@@@	0x850ba8	1	0x1f3490
.?AVGUIGadgetIMEEditboxClass@@	0x850bb8	31	0x1f34d0,0x1fa90,0x1f5590,0x17dc70,0x1e73d0,0x19f3b0,0x1f6700,0x1f44b0,0x1f3fd0,0x1f3b80,0x1e3f30,0x1e5240,0x1e5180,0x1d00a0,0x1f44c0,0x1e75d0,0x17dc70,0x17dc70,0x1fa90,0x1fa90,0x1f7130,0x1fa90,0x1e5e70,0x1fa90,0x1e72f0,0x1f42d0,0x1f42a0,0x1f69c0,0x1e6770,0x1e6240,0x1e6590
.?AVGUIGadgetIMELocaleIndicatorClass@@	0x850cc8	25	0x1f8310,0x1f8430,0x13b7d0,0x17dc70,0x1ee360,0x19f3b0,0x1f84d0,0x1f8420,0x1f8360,0x1fa90,0x1ee3d0,0x1ee0e0,0x1ee070,0x1d00a0,0x1fa90,0x1e4030,0x17dc70,0x13b7d0,0x1f85a0,0x1fa90,0x1f8430,0x1ee8e0,0x17d070,0x1fa90,0x1f8500
.?AV?$DynamicVectorClass@VObjectPointerPairClass@SaveLoadClass@@@@	0x851040	1	0x1fe290
.?AV?$DynamicVectorClass@VMappedKeyClass@@@@	0x8515f8	1	0x204320
.?AVPlayerProfileClass@@	0x851608	3	0x2029d0,0x203330,0x204030
.?AVBitStreamClass@@	0x851bd0	1	0x2047d0
.?AV?$DynamicVectorClass@P6A_NPEAEHPEAVIPAddressClass@@PEAX@Z@@	0x851d00	1	0x207310
.?AV?$DynamicVectorClass@PEAX@@	0x851d10	1	0x207390
.?AV?$DynamicVectorClass@P6A_NPEAVPacketClass@@PEAX@Z@@	0x851d20	1	0x207350
.?AV?$DynamicVectorClass@P6AXPEAVPacketHandlerClass@@PEAXAEAVIPAddressClass@@@Z@@	0x851d30	1	0x2072d0
.?AVPacketHandlerClass@@	0x851d40	2	0x2073d0,0x2060b0
.?AV?$DynamicVectorClass@UtPacketMagicStruct@PacketTypeClass@@@@	0x851fc8	1	0x2079f0
.?AV?$DynamicVectorClass@PEAVConnectionClass@@@@	0x851fe0	1	0x208580
.?AV?$DynamicVectorClass@PEAVIPAddressClass@@@@	0x852008	1	0x2085c0
.?AV?$ReferenceListClass@VPacketClass@@@@	0x852100	2	0x12ef80,0x209630
.?AVCullSystemClass@@	0x852518	5	0x2116a0,0x76af38,0x76af38,0x13b7d0,0x76af38
.?AVTreeCullClass@@	0x852548	5	0x29b720,0x20e600,0x20e6d0,0x2118f0,0x20f0a0
.?AVFileClass@@	0x852720	13	0x214900,0x213840,0x2136f0,0x2134c0,0x2138d0,0x2139d0,0x213a50,0x213bd0,0x213d80,0x213db0,0x213e00,0x213e20,0x213e40
.?AV?$DynamicVectorClass@UStatsStruct@BandwidthStatsClass@@@@	0x8533c0	1	0x21e360
.?AV?$DynamicVectorClass@PEAVRegistryProfileClass@@@@	0x8533d8	1	0x21f690
.?AVChunkWriterClass@@	0x853408	1	0x220e10
.?AVChunkReaderClass@@	0x853418	1	0x220d90
.?AVSignalDispatcherClass@@	0x853430	1	0x222500
.?AVRAMFileClass@@	0x853448	15	0x222d90,0x222950,0x2136f0,0x2134c0,0x2229e0,0x222a00,0x222a70,0x222b30,0x222be0,0x222bf0,0x213e00,0x222e10,0x17d070,0x222940,0x222930
.?AV?$DynamicVectorClass@PEAUIStaticPortMapping@@@@	0x8534f0	1	0x2267e0
.?AV?$DynamicVectorClass@W4ThreadTaskType@NATUtilsClass@@@@	0x853500	1	0x226860
.?AV?$DynamicVectorClass@UUPnPDeviceInfoStruct@@@@	0x853510	1	0x226820
.?AVNATUtilsThreadClass@NATUtilsClass@@	0x853520	2	0x2268a0,0x225eb0
.?AVWinsockAsyncSocketImpl@@	0x854938	10	0x1f92b0,0x1f92c0,0x2276d0,0x1f9d0,0x6c550,0x2271b0,0x227230,0x2272f0,0x227380,0x227400
.?AV?$DynamicVectorClass@UtThreadDescriptionStruct@ThreadClass@@@@	0x854da0	1	0x22e2a0
.?AVMainThreadClass@@	0x854dc0	2	0x22e2e0,0x1fa90
.?AVThreadClass@@	0x854dd8	2	0x22e2e0,0x76af38
.?AVSplineClass@@	0x854ef8	4	0x1f92b0,0x1f92c0,0x231ad0,0x1f9d0
.?AVDatabaseUIntConversionClass@@	0x855660	3	0x23b470,0x76af38,0x76af38
.?AVPacketClass@@	0x855880	2	0x23bf90,0x23be40
.?AVPacketClass@@	0x855898	1	0x23c1cc
.?AVPacketClass@@	0x8558a8	4	0x1f92b0,0x1f92c0,0x23c1d8,0x1f9d0
.?AV?$DynamicVectorClass@PEBX@@	0x8559b0	1	0x2405c0
.?AV?$MultiLinkedListClass@VSignalListenerClass@@@@	0x8559c8	2	0x12ef80,0x241670
.?AVSignalListClass@@	0x8559e0	2	0x241810,0x241790
.?AVSignalListClass@@	0x8559f8	4	0x1f92b0,0x1f92c0,0x241658,0x1f9d0
.?AVSignalGeneratorClass@@	0x855a20	1	0x2416f0
.?AV?$LuaValue@_N$04@@	0x855a60	6	0x1f92b0,0x1f92c0,0x1f730,0x1f9d0,0x245760,0x1d6280
.?AV?$LuaValue@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$05@@	0x855a98	6	0x1f92b0,0x1f92c0,0x242b90,0x1f9d0,0x245740,0x18cee0
.?AV?$LuaValue@V?$map@V?$SmartPtr@VLuaVar@@@@V1@VLuaHashCompare@@V?$allocator@U?$pair@$$CBV?$SmartPtr@VLuaVar@@@@V1@@std@@@std@@@std@@$00@@	0x855ad0	6	0x1f92b0,0x1f92c0,0x242c20,0x1f9d0,0x245750,0x18ceb0
.?AV?$LuaValue@PEAX$09@@	0x855b08	6	0x1f92b0,0x1f92c0,0x1f730,0x1f9d0,0x245730,0x1e8510
.?AVLuaScriptClass@@	0x855b40	19	0x1f92b0,0x1f92c0,0x242c90,0x1f9d0,0x245770,0x6c540,0x17d070,0x24a890,0x24a880,0x245b90,0x17d070,0x248cd0,0x247040,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaScriptClass@@	0x855be0	1	0x242b38
.?AV?$LuaValue@P6AXXZ$07@@	0x855bf0	6	0x1f92b0,0x1f92c0,0x1f730,0x1f9d0,0x245710,0x6c530
.?AV?$LuaMemberFunctionWrapper@VLuaScriptClass@@@@	0x855d98	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AV?$LuaValue@PEAX$02@@	0x855f58	6	0x1f92b0,0x1f92c0,0x1f730,0x1f9d0,0x245720,0x18ced0
.?AV?$LuaValue@P6AXH@Z$06@@	0x855f90	6	0x1f92b0,0x1f92c0,0x1f730,0x1f9d0,0x245700,0x1e5e80
.?AV?$LuaValue@V?$vector@V?$SmartPtr@VLuaVar@@@@V?$allocator@V?$SmartPtr@VLuaVar@@@@@std@@@std@@$01@@	0x855fe8	6	0x1f92b0,0x1f92c0,0x24a190,0x1f9d0,0x24a860,0x18cec0
.?AVLuaUserVar@@	0x856020	19	0x1f92b0,0x1f92c0,0x24a1e0,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AV?$LuaMemberFunctionWrapper@VLuaUserVar@@@@	0x856108	19	0x1f92b0,0x1f92c0,0x24a120,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AUDebugContextStruct@@	0x856858	4	0x1f92b0,0x1f92c0,0x242b90,0x1f9d0
.?AVLuaScriptMessage@@	0x8568e0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c60,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255620,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaDebugBreak@@	0x856980	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c10,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaCustomScriptMessage@@	0x856a20	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c00,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255320,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVDumpCallStack@@	0x856b38	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x254cb0,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaScriptExit@@	0x856bd8	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c50,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255610,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaCreateThread@@	0x856c78	24	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255bf0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255080,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0,0x255560,0x255aa0,0x255ef0,0x255e40,0x255c90
.?AV?$LuaMemberFunctionWrapper@VLuaCreateThread@@@@	0x856d40	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVLuaStringCompare@@	0x8570a0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c70,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255690,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaDebugPrint@@	0x857140	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c20,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255500,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaConsolePrint@@	0x8571e0	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255be0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x254d80,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVGlobalValue@@	0x857328	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255bd0,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x254d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AV?$LuaMemberFunctionWrapper@VGlobalValue@@@@	0x8573c8	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVThreadValue@@	0x8575c0	19	0x1f92b0,0x1f92c0,0x254ae0,0x1f9d0,0x255c80,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255870,0x24c300,0x17d070,0x17dc70,0x256dc0,0x255f40,0x1fa90,0x13b7d0,0x245ca0
.?AV?$LuaMemberFunctionWrapper@VThreadValue@@@@	0x857660	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVLuaMessagePopup@@	0x857808	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c40,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x17d070,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVLuaGetThreadID@@	0x8578a8	19	0x1f92b0,0x1f92c0,0x254aa0,0x1f9d0,0x255c30,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x255560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x13b7d0,0x245ca0
.?AVSignalListenerClass@@	0x857a30	3	0x258000,0x1fa90,0x17dc70
.?AVLuaScriptWrapper@@	0x857a50	20	0x1f92b0,0x1f92c0,0x257f80,0x1f9d0,0x258440,0x6c540,0x17d070,0x24a890,0x24a880,0x2585f0,0x17d070,0x258ce0,0x258950,0x17dc70,0x258b00,0x258820,0x1fa90,0x13b7d0,0x2586d0,0x225e0
.?AVLuaScriptWrapper@@	0x857af8	3	0x257f74,0x258960,0x2583f0
.?AV?$LuaMemberFunctionWrapper@VLuaScriptWrapper@@@@	0x857b18	19	0x1f92b0,0x1f92c0,0x242b50,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x244d70,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x2457e0,0x245ca0
.?AVLuaExternalFunction@@	0x857e40	19	0x1f92b0,0x1f92c0,0x2592b0,0x1f9d0,0x259490,0x6c540,0x17d070,0x24a890,0x24a880,0x259600,0x2593c0,0x24c300,0x2597e0,0x17dc70,0x259b00,0x259680,0x1fa90,0x13b7d0,0x2586d0
.?AVLuaExternalFunction@@	0x857ee0	3	0x2592a4,0x259940,0x479f0
.?AVGetEvent@@	0x857f08	19	0x1f92b0,0x1f92c0,0x25a000,0x1f9d0,0x25a240,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x25a190,0x24c300,0x17d070,0x17dc70,0x25a950,0x25a2e0,0x1fa90,0x13b7d0,0x245ca0
.?AV?$LuaMemberFunctionWrapper@VGetEvent@@@@	0x857fa8	19	0x1f92b0,0x1f92c0,0x254a60,0x1f9d0,0x245780,0x6c540,0x17d070,0x24a890,0x24a880,0x24ab20,0x24a560,0x24c300,0x17d070,0x17dc70,0x17dc70,0x17dc70,0x1fa90,0x24a870,0x245ca0
.?AVDrawTextClass@@	0x858050	27	0x25b4e0,0x26ee20,0x25bab0,0x25ba60,0x25bc70,0x25bbd0,0x47910,0x25b660,0x25bc50,0x1fa90,0x1fa90,0x25bb00,0x1d1680,0x47880,0x1cec80,0x1cec90,0x25ba30,0x25b690,0x25b990,0x25b9a0,0x25b6c0,0x1fa90,0x25b580,0x25bcc0,0x25be40,0x25bb60,0x17dc70
.?AVDrawTextClass@@	0x858130	4	0x1f92b0,0x1f92c0,0x25b4d4,0x1f9d0
.?AVScene2dClass@@	0x858160	1	0x25bfe0
.?AVCameraClass@@	0x858888	4	0x1f92b0,0x1f92c0,0x261610,0x1f9d0
.?AVModelAnimsListClass@@	0x8596f0	4	0x1f92b0,0x1f92c0,0x263cd0,0x1f9d0
.?AVModelClass@@	0x859718	13	0x1f92b0,0x1f92c0,0x263e40,0x1f9d0,0x264150,0x265fb0,0x265fd0,0x264a60,0x264a80,0x2660e0,0x25b990,0x264920,0x264a10
.?AVModelClass@@	0x859788	1	0x263cc4
.?AV?$EnumConversionClass@W4EmitterType@ModelClass@@@@	0x859798	6	0x1d9640,0x1dc300,0x1dc0c0,0x1dc1d0,0x1dc260,0x1dc0c0
.?AV?$ReferenceListClass@VModelClass@@@@	0x859850	2	0x12ef80,0x266b60
.?AVSceneClass@@	0x859868	16	0x1f92b0,0x1f92c0,0x266be0,0x1f9d0,0x267a40,0x266c80,0x267c10,0x267d80,0x267f10,0x266d00,0x267c90,0x267070,0x266d10,0x267360,0x267680,0x76af38
.?AVSimpleSceneClass@@	0x8598f0	16	0x1f92b0,0x1f92c0,0x266c20,0x1f9d0,0x267a40,0x266c80,0x267c10,0x267d80,0x267f50,0x266d00,0x267c90,0x267070,0x266d10,0x267360,0x267680,0x1cec50
.?AV?$DynamicVectorClass@PEAVModelClass@@@@	0x859978	1	0x266b20
.?AVFillRectClass@@	0x859990	22	0x2682c0,0x26ee20,0x268330,0x268310,0x268350,0x26f7d0,0x1ce750,0x1ce750,0x1d14a0,0x1fa90,0x1fa90,0x26f3c0,0x1d1680,0x47880,0x1cec80,0x1cec90,0x1cec70,0x1cec40,0x17d070,0x26ef80,0x26ef50,0x1fa90
.?AVFillRectClass@@	0x859a48	4	0x1f92b0,0x1f92c0,0x2682ac,0x1f9d0
.?AVDrawRectClass@@	0x859a78	23	0x26c710,0x26ee20,0x26c8c0,0x26c820,0x26ca70,0x26c9a0,0x1ce750,0x1ce750,0x26ca00,0x26c7e0,0x1fa90,0x26c960,0x1d1680,0x47880,0x1cec80,0x1cec90,0x1cec70,0x1cec40,0x17d070,0x26ef80,0x26ef50,0x1fa90,0x26ca60
.?AVDrawRectClass@@	0x859b38	4	0x1f92b0,0x1f92c0,0x26c704,0x1f9d0
.?AV?$DynamicVectorClass@PEAVStringTextureClass@@@@	0x859b68	1	0x26cc70
.?AVDrawPrimitiveClass@@	0x859b80	22	0x26ee80,0x26ee20,0x26f360,0x26f300,0x26f820,0x26f7d0,0x1ce750,0x1ce750,0x1d14a0,0x1fa90,0x1fa90,0x26f3c0,0x1d1680,0x47880,0x1cec80,0x1cec90,0x1cec70,0x1cec40,0x17d070,0x26ef80,0x26ef50,0x1fa90
.?AV?$DynamicVectorClass@UtFontCharacterStruct@WindowsFontClass@@@@	0x859c40	1	0x26ffe0
.?AVTextureClass@@	0x859f80	4	0x1f92b0,0x1f92c0,0x271c20,0x1f9d0
.?AV?$DynamicVectorClass@VEnvironment@RtsSceneClass@@@@	0x859fb0	1	0x272d00
.?AVRtsSceneClass@@	0x859fc0	16	0x1f92b0,0x1f92c0,0x272d40,0x1f9d0,0x2733d0,0x266c80,0x267c10,0x267d80,0x276930,0x266d00,0x2754f0,0x267070,0x266d10,0x267360,0x267680,0x2734b0
.?AVDrawLineSegmentClass@@	0x85a090	22	0x277dd0,0x26ee20,0x1fa90,0x277fc0,0x26f820,0x278000,0x1ce750,0x1ce750,0x1d14a0,0x277f30,0x1fa90,0x26f3c0,0x1d1680,0x47880,0x1cec80,0x1cec90,0x1cec70,0x1cec40,0x17d070,0x26ef80,0x26ef50,0x277e40
.?AVDrawLineSegmentClass@@	0x85a148	4	0x1f92b0,0x1f92c0,0x277dbc,0x1f9d0
